Year,Paper ID,Title,Author,Affiliation,Country,Latitude,Longitude,Coordinates,Keywords
2023,408,"Digital Accessibility, Inclusion and Diversity Digitization of Indigenous Agricultural Knowledge in Shaping Food Security Across the Kenyan Coastal Region",Maureen Kenga,Pwani Ufanisi Farmers Cooperative (PUFCO),Kenya,-0.023559,37.906193,"-0.023559, 37.906193",0
2023,6386,A national repository platform for sharing the challenges of long-term digital curation of research data,Alwaleed Alkhaja,Qatar National Library,Qatar,25.354826,51.183884,"25.354826, 51.183884","Research data, curation, preservation, sustainable model, open access, digital repository"
2023,6386,A national repository platform for sharing the challenges of long-term digital curation of research data,Arif Shaon,Qatar National Library,Qatar,25.354826,51.183884,"25.354826, 51.183884","Research data, curation, preservation, sustainable model, open access, digital repository"
2023,6386,A national repository platform for sharing the challenges of long-term digital curation of research data,Marcin Werla,Qatar National Library,Qatar,25.354826,51.183884,"25.354826, 51.183884","Research data, curation, preservation, sustainable model, open access, digital repository"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Andreas Nef,docuteam AG,Switzerland,46.818188,8.227512,"46.818188, 8.22751199999999","maturity modeling, assessment, benchmarking, community, DPC RAM"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Tobias Steinke,German National Library,Germany,51.165691,10.451526,"51.165691, 10.451526","maturity modeling, assessment, benchmarking, community, DPC RAM"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Robin Wendler,Harvard University,United States,37.09024,-95.712891,"37.09024, -95.712891","maturity modeling, assessment, benchmarking, community, DPC RAM"
2023,7540,Software Preservation After the Internet,Dragan Espenschied,Rhizome,United States,,,,"software preservation, knowledge management"
2023,7540,Software Preservation After the Internet,Dragan Espenschied,Rhizome,Germany,,,,"software preservation, knowledge management"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Aaron Elkiss,HathiTrust,United States,37.09024,-95.712891,"37.09024, -95.712891","maturity modeling, assessment, benchmarking, community, DPC RAM"
2023,5632,Tutorial: Up And Running With Ark Persistable Identifiers,John Kunze,Ronin Institute,United States,37.09024,-95.712891,"37.09024, -95.712891","persistent identifier, open access, URL, URI"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Inge Hofsink,KB National Library of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","maturity modeling, assessment, benchmarking, community, DPC RAM"
2023,4814,Storage and Standards: Shaping Version 4 of the DP Storage Criteria,Eld Zierau,Royal Danish Library,Denmark,56.26392,9.501785,"56.26392, 9.501785","preservation storage, standards"
2023,9415,PREMIS in a Page: A beginner’s guide to the PREMIS Data Model,Eld Zierau,Royal Danish Library,Denmark,56.26392,9.501785,"56.26392, 9.501785","PREMIS, Metadata, Data Model, Preservation Metadata"
2023,8019,I Got A Letter From My Past Self: (Un)managed Change and Provenance,Yi-Yun Cheng,Rutgers University,United States,37.09024,-95.712891,"37.09024, -95.712891","provenance, managed change, identity, temporality"
2023,8414,"Retrospective, Subjunctive, Prospective: Provenance Challenges Across Time",Yi-Yun Cheng,Rutgers University,United States,37.09024,-95.712891,"37.09024, -95.712891","provenance, authenticity, evidence, archival values, information theory"
2022,91,Metadata Encoding and Transmission Standard (METS) Version 2,Karin Bredenberg,Kommunalförbundet,Sweden,60.128161,18.643501,"60.128161, 18.643501","maturity modeling, assessment, benchmarking, community, DPC RAM"
2023,8019,I Got A Letter From My Past Self: (Un)managed Change and Provenance,Rhiannon Bettivia,Simmons University,United States,37.09024,-95.712891,"37.09024, -95.712891","provenance, managed change, identity, temporality"
2023,8414,"Retrospective, Subjunctive, Prospective: Provenance Challenges Across Time",Rhiannon Bettivia,Simmons University,United States,37.09024,-95.712891,"37.09024, -95.712891","provenance, authenticity, evidence, archival values, information theory"
2022,93,ROBUSTIFYING LINKS WITH ZOTERO,Martin Klein,Los Alamos National Laboratory,United States,37.09024,-95.712891,"37.09024, -95.712891","Reference Rot, Web-based Scholarly Communication, Zotero, Web Archiving"
2022,93,ROBUSTIFYING LINKS WITH ZOTERO,Shawn M. Jones,Los Alamos National Laboratory,United States,37.09024,-95.712891,"37.09024, -95.712891","Reference Rot, Web-based Scholarly Communication, Zotero, Web Archiving"
2023,1964,Saving Stan: Preserving the Digital Artwork of Joseph Stanislaus Ostoja-Kotkowski,Taryn Ellis,State Library of South Australia,Australia,-25.274398,133.775136,"-25.274398, 133.775136","automation, migration, RISC OS, born digital, digital artwork"
2023,9120,Digital Preservation and Accessibility of Archives in Oman: Current Status and Future Directions,Abderrazak Mkadmi,Sultan Qaboos University,Oman,21.4735329,55.975413,"21.4735329, 55.975413","Digital preservation, Oman, Institutional archives, Information management, Accessibility"
2023,9120,Digital Preservation and Accessibility of Archives in Oman: Current Status and Future Directions,Ahmed Shehata,Sultan Qaboos University,Oman,21.4735329,55.975413,"21.4735329, 55.975413","Digital preservation, Oman, Institutional archives, Information management, Accessibility"
2022,95,"Appraisal and Selection on a Long-term Preservation Repository? Can you repeat that, please?",Luís Faria,KEEP SOLUTIONS,Portugal,39.399872,-8.224454,"39.3998719999999, -8.224454","Appraisal, Selection, Preservation, Repository, RODA"
2022,95,"Appraisal and Selection on a Long-term Preservation Repository? Can you repeat that, please?",Miguel Ferreira,KEEP SOLUTIONS,Portugal,39.399872,-8.224454,"39.3998719999999, -8.224454","Appraisal, Selection, Preservation, Repository, RODA"
2022,95,"Appraisal and Selection on a Long-term Preservation Repository? Can you repeat that, please?",Miguel Guimarães,KEEP SOLUTIONS,Portugal,39.399872,-8.224454,"39.3998719999999, -8.224454","Appraisal, Selection, Preservation, Repository, RODA"
2023,2778,(How) It Works! A manifesto .. towards establishing a functional software collection at the Vienna museum of science and technology,Nika Maltar,Technical Museum Vienna,Austria,47.516231,14.550072,"47.516231, 14.550072","software collection, strategy,"
2022,97,LABDRIVE Tutorial: A Research Data Management and Digital Preservation Platform,Antonio Guillermo Martinez,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Research Data Management, Digital Preservation"
2023,4732,From Community-Supported Values to Action: Operationalizing the Digital Preservation Declaration of Shared Values,Courtney Mumma,Texas Digital Library,United States,37.09024,-95.712891,"37.09024, -95.712891",Digital preservation; collaboration; values; transparency; accountability
2022,97,LABDRIVE Tutorial: A Research Data Management and Digital Preservation Platform,Maria Fuertes,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Research Data Management, Digital Preservation"
2022,97,LABDRIVE Tutorial: A Research Data Management and Digital Preservation Platform,Teo Redondo,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Research Data Management, Digital Preservation"
2022,101,"Lessons Learned During the Implementation of a Digital Preservation Project: Experiences from Europe, USA, and Asia",Teo Redondo,LIBNOVA,Spain,40.463667,-3.74922,"40.463667, -3.74922","Digital Preservation, Implementation, Lessons learned, Digital Repositories"
2022,101,"Lessons Learned During the Implementation of a Digital Preservation Project: Experiences from Europe, USA, and Asia",Mui Huay Ho,Temasek Polytechnic,Singapore,1.352083,103.819836,"1.352083, 103.819836","Digital Preservation, Implementation, Lessons learned, Digital Repositories"
2022,101,"Lessons Learned During the Implementation of a Digital Preservation Project: Experiences from Europe, USA, and Asia",Nathan Tallman,The Penn State University,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Preservation, Implementation, Lessons learned, Digital Repositories"
2022,101,"Lessons Learned During the Implementation of a Digital Preservation Project: Experiences from Europe, USA, and Asia",Mark Hobbs,The Royal Horticultural Society,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Digital Preservation, Implementation, Lessons learned, Digital Repositories"
2023,9352,Running Up That Hill: Making Digital Preservation Skills Accessible with Novice to Know-How,Melinda Haunton,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Training, Workforce Development, Skills, Collaboration"
2022,101,"Lessons Learned During the Implementation of a Digital Preservation Project: Experiences from Europe, USA, and Asia",Jessica Knight,United States Holocaust Memorial Museum,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Preservation, Implementation, Lessons learned, Digital Repositories"
2022,101,"Lessons Learned During the Implementation of a Digital Preservation Project: Experiences from Europe, USA, and Asia",Driek Heesakkers,University of Amsterdam,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","Digital Preservation, Implementation, Lessons learned, Digital Repositories"
2022,102,WILL DNA FORM THE FABRIC OF OUR DIGITAL PRESERVATION STORAGE? DNA Data Storage: A Panel Discussion,Paul Wheatley,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","DNA Data storage, Storage mediums, Digital Preservation Requirements"
2022,102,WILL DNA FORM THE FABRIC OF OUR DIGITAL PRESERVATION STORAGE? DNA Data Storage: A Panel Discussion,Daniel Chadash,Twist Bioscience,United States,37.09024,-95.712891,"37.09024, -95.712891","DNA Data storage, Storage mediums, Digital Preservation Requirements"
2022,102,WILL DNA FORM THE FABRIC OF OUR DIGITAL PRESERVATION STORAGE? DNA Data Storage: A Panel Discussion,Sibyl Schaefer,"University of California, San Diego",United States,37.09024,-95.712891,"37.09024, -95.712891","DNA Data storage, Storage mediums, Digital Preservation Requirements"
2022,102,WILL DNA FORM THE FABRIC OF OUR DIGITAL PRESERVATION STORAGE? DNA Data Storage: A Panel Discussion,Euan Cochrane,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","DNA Data storage, Storage mediums, Digital Preservation Requirements"
2022,103,"""…provide a lasting legacy for Glasgow and the nation"" Two years of transferring Scottish Cabinet records to National Records of Scotland",Garth Stewart,National Records of Scotland,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Transfer, Access, Re-use of technologies, collaboration, Public records"
2023,6639,Rescuing Legacy Digital Collections: Lessons Learned from Migrating Historical Bespoke Digital Collections,Jennifer Stanton,The University of Sydney,Australia,-25.274398,133.775136,"-25.274398, 133.775136","Digital humanities, Legacy digital content, Data curation, Sustainability, Digital preservation"
2023,6639,Rescuing Legacy Digital Collections: Lessons Learned from Migrating Historical Bespoke Digital Collections,Katrina McAlpine,The University of Sydney,Australia,-25.274398,133.775136,"-25.274398, 133.775136","Digital humanities, Legacy digital content, Data curation, Sustainability, Digital preservation"
2023,6639,Rescuing Legacy Digital Collections: Lessons Learned from Migrating Historical Bespoke Digital Collections,Kayla Maloney,The University of Sydney,Australia,-25.274398,133.775136,"-25.274398, 133.775136","Digital humanities, Legacy digital content, Data curation, Sustainability, Digital preservation"
2022,104,Design Patterns in Digital Preservation,Andrew N. Jackson,The British Library,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","OAIS, design patterns, risk management"
2022,105,Registering our preservation intentions: A collaborative workshop on digital preservation registries,Paul Wheatley,Digital Preservation Coalition,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","File formats, Preservation Registries, Preservation Tools"
2022,105,Registering our preservation intentions: A collaborative workshop on digital preservation registries,Kate Murray,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","File formats, Preservation Registries, Preservation Tools"
2023,699,"PREMIS Implementation Fair Workshop, Exchanging Experiences using PREMIS",Micky Lindlar,TIB Leibniz Information Centre for Science and Technology,Germany,51.165691,10.451526,"51.165691, 10.451526","PREMIS, Preservation, Metadata, Preservation Metadata"
2023,131,"Policies, Risks and Strategies: A File Format Debate",Micky Lindlar,TIB Leibniz Information Centre for Science and Technology,Germany,51.165691,10.451526,"51.165691, 10.451526","File formats, file format policy, file format assessment, preservation planning, preservation strategy"
2023,4322,Not Well-Formed or Invalid. Now What? - Towards a formalized workflow for format validation error treatment,Micky Lindlar,TIB Leibniz Information Centre for Science and Technology,Germany,51.165691,10.451526,"51.165691, 10.451526",file format validation; process formalization; error handling
2022,105,Registering our preservation intentions: A collaborative workshop on digital preservation registries,Ross Spencer,Ravensburger AG,Germany,51.165691,10.451526,"51.165691, 10.451526","File formats, Preservation Registries, Preservation Tools"
2022,105,Registering our preservation intentions: A collaborative workshop on digital preservation registries,Andrew N. Jackson,The British Library,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","File formats, Preservation Registries, Preservation Tools"
2022,105,Registering our preservation intentions: A collaborative workshop on digital preservation registries,Francesca Mackenzie,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","File formats, Preservation Registries, Preservation Tools"
2022,105,Registering our preservation intentions: A collaborative workshop on digital preservation registries,Euan Cochrane,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","File formats, Preservation Registries, Preservation Tools"
2022,106,"How can bringing together the workflows of publishing and preservation lead to better, longer-term solutions that benefit both?: A panel with COPIM Work Package 7, the Embedding Preservability in New Forms of Scholarship Project (NYU), and Project JASPER",Karen Hanson,Embedding Preservability,United States,37.09024,-95.712891,"37.09024, -95.712891","open access, digital monographs, digital preservation, archiving, scaling small"
2022,106,"How can bringing together the workflows of publishing and preservation lead to better, longer-term solutions that benefit both?: A panel with COPIM Work Package 7, the Embedding Preservability in New Forms of Scholarship Project (NYU), and Project JASPER",Miranda Barnes,Loughborough University/ COPIM,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","open access, digital monographs, digital preservation, archiving, scaling small"
2022,106,"How can bringing together the workflows of publishing and preservation lead to better, longer-term solutions that benefit both?: A panel with COPIM Work Package 7, the Embedding Preservability in New Forms of Scholarship Project (NYU), and Project JASPER",Alicia Wise,Project JASPER,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","open access, digital monographs, digital preservation, archiving, scaling small"
2023,6397,Lessons From The Future: Looking Back On Policy Development,Elizabeth England,U.S. National Archives and Records Administration,United States,37.09024,-95.712891,"37.09024, -95.712891","policy, outreach, documentation, advocacy"
2023,4732,From Community-Supported Values to Action: Operationalizing the Digital Preservation Declaration of Shared Values,Hannah Wang,U.S. National Archives and Records Administration,United States,37.09024,-95.712891,"37.09024, -95.712891",Digital preservation; collaboration; values; transparency; accountability
2023,6372,Community is We: Modeling Collective Action as a Framework for Digital Preservation,Hannah Wang,U.S. National Archives and Records Administration,United States,37.09024,-95.712891,"37.09024, -95.712891",Best practices; education; collaboration; shared research
2022,107,A Generic Emulator Interface for Digital Preservation --- Towards a Collaborative Distributed Emulator Registry,Klaus Rechert,University of Applied Sciences Kehl,Germany,51.165691,10.451526,"51.165691, 10.451526","Emulation, Metadata, Registry"
2022,107,A Generic Emulator Interface for Digital Preservation --- Towards a Collaborative Distributed Emulator Registry,Rafael Gieschke,University of Freiburg,Germany,51.165691,10.451526,"51.165691, 10.451526","Emulation, Metadata, Registry"
2022,108,THE CO2 EMISSIONS OF STORAGE AND USE OF DIGITAL OBJECTS AND DATA,Tamara van Zwol,Dutch Digital Heritage Network,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","carbon footprint, sustainability, storage, users, carbon dioxide emissions"
2023,2056,From Theory to Practice: Understanding the Evolution of a Digital Preservation Project from Conception to Final Repository. Some Real Cases,Almudena Caballos,Universidad Complutense de Madrid,Spain,40.463667,-3.74922,"40.463667, -3.74922","Digital Preservation Project, Digital Repositories, Implementation"
2022,108,THE CO2 EMISSIONS OF STORAGE AND USE OF DIGITAL OBJECTS AND DATA,Robert Gillesse,International Institute of Social History,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","carbon footprint, sustainability, storage, users, carbon dioxide emissions"
2022,108,THE CO2 EMISSIONS OF STORAGE AND USE OF DIGITAL OBJECTS AND DATA,Arie Groen,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","carbon footprint, sustainability, storage, users, carbon dioxide emissions"
2022,108,THE CO2 EMISSIONS OF STORAGE AND USE OF DIGITAL OBJECTS AND DATA,Lotte Wijsman,National Archives of the Netherlands,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","carbon footprint, sustainability, storage, users, carbon dioxide emissions"
2022,109,Writing Binary By Hand,Martin Hoppenheit,Landesarchiv Nordrhein-Westfalen,Germany,51.165691,10.451526,"51.165691, 10.451526","file format, binary"
2022,111,Ain't No Mountain High Enough: Developing a New Skills Framework for Digital Preservation,Amy Currie,Digital Preservation Coalition,Scotland,56.4906712,-4.2026458,"56.4906711999999, -4.2026458","skills, training, staffing, education, professional development"
2022,111,Ain't No Mountain High Enough: Developing a New Skills Framework for Digital Preservation,Sharon McMeekin,Digital Preservation Coalition,Scotland,56.4906712,-4.2026458,"56.4906711999999, -4.2026458","skills, training, staffing, education, professional development"
2022,112,Useable Software Forever.  The Emulation as a Service Infrastructure (EaaSI) Program of Work,Jurek Oberhauser,OpenSLX,Germany,51.165691,10.451526,"51.165691, 10.451526","Emulation, software preservation, migration, file formats"
2022,112,Useable Software Forever.  The Emulation as a Service Infrastructure (EaaSI) Program of Work,Klaus Rechert,University of Applied Sciences Kehl,Germany,51.165691,10.451526,"51.165691, 10.451526","Emulation, software preservation, migration, file formats"
2022,112,Useable Software Forever.  The Emulation as a Service Infrastructure (EaaSI) Program of Work,Claire Fox,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Emulation, software preservation, migration, file formats"
2022,112,Useable Software Forever.  The Emulation as a Service Infrastructure (EaaSI) Program of Work,Ethan Gates,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Emulation, software preservation, migration, file formats"
2022,112,Useable Software Forever.  The Emulation as a Service Infrastructure (EaaSI) Program of Work,Euan Cochrane,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Emulation, software preservation, migration, file formats"
2022,112,Useable Software Forever.  The Emulation as a Service Infrastructure (EaaSI) Program of Work,Seth Anderson,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Emulation, software preservation, migration, file formats"
2022,113,It Takes a Village in Practice: Growing Communities During a Pandemic,Laurie Arp,LYRASIS,United States,37.09024,-95.712891,"37.09024, -95.712891","open source, community engagement, sustainability"
2022,113,It Takes a Village in Practice: Growing Communities During a Pandemic,Megan Forbes,LYRASIS,United States,37.09024,-95.712891,"37.09024, -95.712891","open source, community engagement, sustainability"
2022,114,It Takes a Whole Village to Define a Preservation Strategy: Formalizing Policies on Data Formats Normalization at the National Library of France,Alix Bruys,Bibliothèque nationale de France,France,46.227638,2.213749,"46.227638, 2.213749","normalization, data formats, preservation strategy, collaboration"
2022,114,It Takes a Whole Village to Define a Preservation Strategy: Formalizing Policies on Data Formats Normalization at the National Library of France,Bertrand Caron,Bibliothèque nationale de France,France,46.227638,2.213749,"46.227638, 2.213749","normalization, data formats, preservation strategy, collaboration"
2022,114,It Takes a Whole Village to Define a Preservation Strategy: Formalizing Policies on Data Formats Normalization at the National Library of France,Jordan de La Houssaye,Bibliothèque nationale de France,France,46.227638,2.213749,"46.227638, 2.213749","normalization, data formats, preservation strategy, collaboration"
2022,114,It Takes a Whole Village to Define a Preservation Strategy: Formalizing Policies on Data Formats Normalization at the National Library of France,Thomas Ledoux,Bibliothèque nationale de France,France,46.227638,2.213749,"46.227638, 2.213749","normalization, data formats, preservation strategy, collaboration"
2023,4639,Long-Term Preservation of a Software Execution State,Klaus Rechert,University of Applied Sciences Kehl,Germany,51.165691,10.451526,"51.165691, 10.451526","Emulation, Program Snapshots"
2023,7540,Software Preservation After the Internet,Klaus Rechert,University of Applied Sciences Kehl,Germany,51.165691,10.451526,"51.165691, 10.451526","software preservation, knowledge management"
2023,9461,Volumetric Video for Preservation: Exploring the Possibilities and Challenges for Immersive BIPOC Storytelling,Bryan Carter,University of Arizona,United States,37.09024,-95.712891,"37.09024, -95.712891","volumetric video, immersive media, digital storytelling, inclusion, preservation"
2023,9461,Volumetric Video for Preservation: Exploring the Possibilities and Challenges for Immersive BIPOC Storytelling,Zack Lischer-Katz,University of Arizona,United States,37.09024,-95.712891,"37.09024, -95.712891","volumetric video, immersive media, digital storytelling, inclusion, preservation"
2023,6372,Community is We: Modeling Collective Action as a Framework for Digital Preservation,Stacey Erdman,University of Arizona / Digital POWRR,United States,37.09024,-95.712891,"37.09024, -95.712891",Best practices; education; collaboration; shared research
2023,654,Digital Records Curation at the East and Southern African Universities Institutional Repositories (IRs),Tsepho Lydia Mosweu,University of Botswana,Botswana,-22.328474,24.684866,"-22.328474, 24.684866","Botswana, Kenya, Universities, Digital records curation, Institutional repositories"
2022,115,MAPPING THE LANDSCAPE OF DIGITAL PRESERVATION NETWORKS: The nestor Digital Preservation Community survey,Svenia Pohlkamp,DNB,Germany,51.165691,10.451526,"51.165691, 10.451526","digital preservation networks, digital preservation communities, survey"
2023,2056,From Theory to Practice: Understanding the Evolution of a Digital Preservation Project from Conception to Final Repository. Some Real Cases,Kate Cawthorn,University of Calgary,Canada,56.130366,-106.346771,"56.130366, -106.346771","Digital Preservation Project, Digital Repositories, Implementation"
2022,115,MAPPING THE LANDSCAPE OF DIGITAL PRESERVATION NETWORKS: The nestor Digital Preservation Community survey,Stefan Strathmann,Göttingen State and University Library,Germany,51.165691,10.451526,"51.165691, 10.451526","digital preservation networks, digital preservation communities, survey"
2023,4814,Storage and Standards: Shaping Version 4 of the DP Storage Criteria,Sibyl Schaefer,"University of California, San Diego",United States,37.09024,-95.712891,"37.09024, -95.712891","preservation storage, standards"
2023,4732,From Community-Supported Values to Action: Operationalizing the Digital Preservation Declaration of Shared Values,Sibyl Schaefer,"University of California, San Diego",United States,37.09024,-95.712891,"37.09024, -95.712891",Digital preservation; collaboration; values; transparency; accountability
2022,115,MAPPING THE LANDSCAPE OF DIGITAL PRESERVATION NETWORKS: The nestor Digital Preservation Community survey,Micky Lindlar,TIB Leibniz Information Centre for Science and Technology,Germany,51.165691,10.451526,"51.165691, 10.451526","digital preservation networks, digital preservation communities, survey"
2022,115,MAPPING THE LANDSCAPE OF DIGITAL PRESERVATION NETWORKS: The nestor Digital Preservation Community survey,Thomas Bähr,TIB Leibniz Information Centre for Science and Technology,Germany,51.165691,10.451526,"51.165691, 10.451526","digital preservation networks, digital preservation communities, survey"
2023,3449,Preserving Email Attachments With Attachment Converter,Ashley Gosselar,University of Chicago Library,United States,37.09024,-95.712891,"37.09024, -95.712891","email, MIME, attachment, digital preservation, digital formats"
2023,3449,Preserving Email Attachments With Attachment Converter,Matt Teichman,University of Chicago Library,United States,37.09024,-95.712891,"37.09024, -95.712891","email, MIME, attachment, digital preservation, digital formats"
2023,3449,Preserving Email Attachments With Attachment Converter,Nishchay Karle,University of Chicago Library,United States,37.09024,-95.712891,"37.09024, -95.712891","email, MIME, attachment, digital preservation, digital formats"
2023,3449,Preserving Email Attachments With Attachment Converter,Obi Obetta,University of Chicago Library,United States,37.09024,-95.712891,"37.09024, -95.712891","email, MIME, attachment, digital preservation, digital formats"
2022,115,MAPPING THE LANDSCAPE OF DIGITAL PRESERVATION NETWORKS: The nestor Digital Preservation Community survey,Monika Zarnitz,ZBW Leibniz Information Centre for Economics,Germany,51.165691,10.451526,"51.165691, 10.451526","digital preservation networks, digital preservation communities, survey"
2022,116,Data curation and agroecology: examining data requirements for short supply chains,Sarah Higgins,Aberystwyth University,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","digital curation, agroecology, food security, supply chains"
2022,116,Data curation and agroecology: examining data requirements for short supply chains,Christopher I. Higgins,ecodyfi,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","digital curation, agroecology, food security, supply chains"
2023,1741,EaaSI preservation of Mobile Applications,Rafael Gieschke,University of Freiburg,Germany,51.165691,10.451526,"51.165691, 10.451526","emulation, mobile, apps, applications"
2023,2279,"Establishing an Open-Source Package “Archive""",Rafael Gieschke,University of Freiburg,Germany,51.165691,10.451526,"51.165691, 10.451526","emulation, software preservation,"
2023,4639,Long-Term Preservation of a Software Execution State,Rafael Gieschke,University of Freiburg,Germany,51.165691,10.451526,"51.165691, 10.451526","Emulation, Program Snapshots"
2022,117,CoreTrustSeal v3.0 In a Preservation and Community Context,Ingrid Dillo,DANS Data Archiving & Networked Services,Netherlands,52.132633,5.291266,"52.132633, 5.29126599999999","CoreTrustSeal, Trustworthy Digital Repository, Preservation, Community"
2022,117,CoreTrustSeal v3.0 In a Preservation and Community Context,Jonathan Crabtree,Odum Institute Data Archive,United States,37.09024,-95.712891,"37.09024, -95.712891","CoreTrustSeal, Trustworthy Digital Repository, Preservation, Community"
2022,117,CoreTrustSeal v3.0 In a Preservation and Community Context,Hervé L’Hours,"UK Data Service, Consortium of Social Science Data Archives (CESSDA)",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","CoreTrustSeal, Trustworthy Digital Repository, Preservation, Community"
2023,2321,Prioritizing Storage Media for Digital Archiving and Preservation,Emma Yan,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973",open-source
2023,7666,Creating an End-to-End Process for Implementing a Digital Archiving Workflow: How we are putting theory into practice,Emma Yan,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Digital archiving, workflows, case study"
2022,119,Access Quality Metrics for Net Art,Xiao Ma,Independent Researcher,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Art, Net Art, Access, Emulation"
2022,119,Access Quality Metrics for Net Art,Dragan Espenschied,Rhizome,United States,,,,"Digital Art, Net Art, Access, Emulation"
2022,119,Access Quality Metrics for Net Art,Dragan Espenschied,Rhizome,Germany,,,,"Digital Art, Net Art, Access, Emulation"
2023,2321,Prioritizing Storage Media for Digital Archiving and Preservation,Leo Konstantelos,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973",open-source
2023,7666,Creating an End-to-End Process for Implementing a Digital Archiving Workflow: How we are putting theory into practice,Leo Konstantelos,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Digital archiving, workflows, case study"
2022,119,Access Quality Metrics for Net Art,Lyndsey Jane Moulds,Rhizome,Germany,51.165691,10.451526,"51.165691, 10.451526","Digital Art, Net Art, Access, Emulation"
2022,120,Evaluating a Taxonomy for Video Game Development Artifacts: Archival Taxonomies in Highly Innovative Domains,Corey Cherrington,University of Washington,United States,37.09024,-95.712891,"37.09024, -95.712891","Metadata, Games, Taxonomy Evaluation"
2022,120,Evaluating a Taxonomy for Video Game Development Artifacts: Archival Taxonomies in Highly Innovative Domains,Jin Ha Lee,University of Washington,United States,37.09024,-95.712891,"37.09024, -95.712891","Metadata, Games, Taxonomy Evaluation"
2023,8769,FROM REDACTION TO ACCESS: Navigating Challenges to Unlock Houston's LGBTQ Media History,Bethany Scott,University of Houston Libraries,United States,37.09024,-95.712891,"37.09024, -95.712891","LGBTQ Community, Broadcast archives, Audiovisual archives, Digital preservation, Accessibility"
2023,8769,FROM REDACTION TO ACCESS: Navigating Challenges to Unlock Houston's LGBTQ Media History,Emily Vinson,University of Houston Libraries,United States,37.09024,-95.712891,"37.09024, -95.712891","LGBTQ Community, Broadcast archives, Audiovisual archives, Digital preservation, Accessibility"
2023,8173,Publishing Agricultural Data From the Morrow Plots: the Value and Logistics of Preserving a Long-Term Research Experiment,Andrew J. Margenot,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, collaboration"
2022,120,Evaluating a Taxonomy for Video Game Development Artifacts: Archival Taxonomies in Highly Innovative Domains,Kylie Snyder,University of Washington,United States,37.09024,-95.712891,"37.09024, -95.712891","Metadata, Games, Taxonomy Evaluation"
2023,8173,Publishing Agricultural Data From the Morrow Plots: the Value and Logistics of Preserving a Long-Term Research Experiment,Bethany G. Anderson,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, collaboration"
2022,120,Evaluating a Taxonomy for Video Game Development Artifacts: Archival Taxonomies in Highly Innovative Domains,Lidia Morris,University of Washington,United States,37.09024,-95.712891,"37.09024, -95.712891","Metadata, Games, Taxonomy Evaluation"
